ensemble,form,perturbation_scope,transition_type,from,to,changed,count,share_within_ensemble_form_scope_type
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M/S+,M/S+,false,20,0.001864
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M/S+,M+,true,26,0.002423
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M/S+,S+,true,14,0.001305
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,M-,true,72,0.00671
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,M/S+,true,31,0.002889
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,M+,false,1196,0.111463
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,P/M+,true,42,0.003914
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,P/R+,true,8,0.000746
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,P/S+,true,8,0.000746
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,P+,true,29,0.002703
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,R/M-,true,7,0.000652
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,R/M+,true,53,0.004939
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,R/S+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,R+,true,11,0.001025
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,S+,true,7,0.000652
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,M-,true,24,0.002237
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,M/S-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,P-,false,1559,0.145294
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,P/M-,true,46,0.004287
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,P/M+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,P/R-,true,70,0.006524
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,P/S-,true,53,0.004939
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,P+,true,55,0.005126
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,R-,true,34,0.003169
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,R/M-,true,4,0.000373
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,R/S-,true,11,0.001025
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,S-,true,15,0.001398
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/M+,M/S+,true,5,0.000466
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/M+,M+,true,15,0.001398
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/M+,P/M+,false,27,0.002516
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/M+,P/S+,true,7,0.000652
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/M+,P+,true,11,0.001025
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/M+,S+,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,M-,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,P-,true,8,0.000746
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,P/M-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,P/R-,false,23,0.002144
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,P/S-,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,P+,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,R-,true,22,0.00205
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,R/M-,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,R/S-,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,S-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,P/R+,false,26,0.002423
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,P+,true,21,0.001957
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,R-,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,R/M+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,R+,true,14,0.001305
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,M-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,M/S-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,P-,true,27,0.002516
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,P/R-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,P/S-,false,34,0.003169
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,R-,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,S-,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,M/S+,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,M+,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,P/M+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,P/S-,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,P/S+,false,30,0.002796
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,P+,true,11,0.001025
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,S-,true,7,0.000652
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,S+,true,13,0.001212
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,M+,true,6,0.000559
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P-,true,41,0.003821
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/M+,true,4,0.000373
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/R-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/R+,true,11,0.001025
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/S-,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/S+,true,26,0.002423
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P+,false,1355,0.126281
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,R-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,R/M+,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,R+,true,14,0.001305
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,S+,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,M-,true,17,0.001584
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,P-,true,4,0.000373
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,P/R-,true,7,0.000652
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,P/S-,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R-,false,947,0.088257
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R/M-,true,36,0.003355
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R/M+,true,5,0.000466
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R/S-,true,54,0.005033
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R/S+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R+,true,36,0.003355
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,S-,true,31,0.002889
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,M-,true,41,0.003821
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,M/S-,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,R-,true,29,0.002703
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,R/M-,false,127,0.011836
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,R/M+,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,S-,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,M/S-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,M/S+,true,12,0.001118
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,M+,true,63,0.005871
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,P/M+,true,6,0.000559
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,P/R+,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,P/S+,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,P+,true,7,0.000652
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,R-,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,R/M-,true,11,0.001025
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,R/M+,false,169,0.01575
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,R/S+,true,11,0.001025
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,R+,true,45,0.004194
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,S+,true,6,0.000559
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,M/S-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,P/S-,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,R-,true,58,0.005405
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,R/S-,false,60,0.005592
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,S-,true,14,0.001305
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,M+,true,5,0.000466
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,P/M+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,P/R+,true,16,0.001491
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,P/S+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,P+,true,9,0.000839
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,R-,true,21,0.001957
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,R/M+,true,10,0.000932
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,R/S+,true,13,0.001212
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,R+,false,259,0.024138
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,S+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,M-,true,7,0.000652
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,M/S-,true,8,0.000746
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,P-,true,16,0.001491
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,P/R-,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,P/S-,true,20,0.001864
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,P/S+,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,P+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,R-,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,R/S-,true,17,0.001584
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,S-,false,910,0.084809
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,S+,true,26,0.002423
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,M/S+,true,40,0.003728
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,M+,true,10,0.000932
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,P/M+,true,4,0.000373
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,P/R+,true,1,0.000093
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,P/S+,true,71,0.006617
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,P+,true,21,0.001957
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,R-,true,3,0.00028
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,R/M+,true,2,0.000186
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,R/S-,true,6,0.000559
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,R/S+,true,21,0.001957
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,R+,true,10,0.000932
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,S-,true,24,0.002237
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,S+,false,329,0.030662
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,posture,-,-,false,6136,0.571855
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,posture,-,+,true,176,0.016403
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,posture,+,-,true,214,0.019944
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,posture,+,+,false,4204,0.391799
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,routing,blend,blend,false,705,0.065704
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,routing,blend,pure,true,578,0.053868
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,routing,pure,blend,true,827,0.077074
uniform,targeted:institutionalist|criticalPoliticalEconomy,answer,routing,pure,pure,false,8620,0.803355
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,constructivist,constructivist,false,112,0.35
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,criticalPoliticalEconomy,criticalPoliticalEconomy,false,48,0.15
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,institutionalist,institutionalist,false,56,0.175
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,realist,institutionalist,true,1,0.003125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,realist,realist,false,103,0.321875
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,M-,M-,false,47,0.146875
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,M-,M+,true,1,0.003125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,M/S-,M/S-,false,6,0.01875
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,M/S+,M/S+,false,2,0.00625
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,M+,M-,true,1,0.003125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,M+,M+,false,43,0.134375
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P-,P-,false,56,0.175
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/M+,P/M+,false,2,0.00625
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/R-,P/R-,false,2,0.00625
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/R+,P/R+,false,2,0.00625
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/S-,P/S-,false,2,0.00625
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/S+,P/S+,false,2,0.00625
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P+,P+,false,44,0.1375
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R-,R-,false,33,0.103125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R-,R/M+,true,1,0.003125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R/M-,R/M-,false,6,0.01875
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R/M+,R/M+,false,10,0.03125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R/S-,R-,true,1,0.003125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R/S-,R/S-,false,3,0.009375
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R+,R+,false,10,0.03125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,S-,S-,false,30,0.09375
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,S+,P/S+,true,1,0.003125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,S+,S+,false,15,0.046875
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,posture,-,-,false,186,0.58125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,posture,-,+,true,2,0.00625
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,posture,+,-,true,1,0.003125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,posture,+,+,false,131,0.409375
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,routing,blend,blend,false,37,0.115625
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,routing,blend,pure,true,1,0.003125
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,routing,pure,blend,true,2,0.00625
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,routing,pure,pure,false,280,0.875
uniform,targeted:realist|constructivist,answer,family,constructivist,constructivist,false,2215,0.206681
uniform,targeted:realist|constructivist,answer,family,constructivist,criticalPoliticalEconomy,true,82,0.007651
uniform,targeted:realist|constructivist,answer,family,constructivist,institutionalist,true,188,0.017542
uniform,targeted:realist|constructivist,answer,family,constructivist,realist,true,123,0.011477
uniform,targeted:realist|constructivist,answer,family,criticalPoliticalEconomy,constructivist,true,79,0.007371
uniform,targeted:realist|constructivist,answer,family,criticalPoliticalEconomy,criticalPoliticalEconomy,false,1896,0.176915
uniform,targeted:realist|constructivist,answer,family,criticalPoliticalEconomy,institutionalist,true,46,0.004292
uniform,targeted:realist|constructivist,answer,family,criticalPoliticalEconomy,realist,true,133,0.01241
uniform,targeted:realist|constructivist,answer,family,institutionalist,constructivist,true,85,0.007931
uniform,targeted:realist|constructivist,answer,family,institutionalist,criticalPoliticalEconomy,true,71,0.006625
uniform,targeted:realist|constructivist,answer,family,institutionalist,institutionalist,false,2015,0.188019
uniform,targeted:realist|constructivist,answer,family,institutionalist,realist,true,120,0.011197
uniform,targeted:realist|constructivist,answer,family,realist,constructivist,true,127,0.01185
uniform,targeted:realist|constructivist,answer,family,realist,criticalPoliticalEconomy,true,49,0.004572
uniform,targeted:realist|constructivist,answer,family,realist,institutionalist,true,116,0.010824
uniform,targeted:realist|constructivist,answer,family,realist,realist,false,3372,0.31464
uniform,targeted:realist|constructivist,answer,full-archetype,M-,M-,false,881,0.082206
uniform,targeted:realist|constructivist,answer,full-archetype,M-,M/S-,true,82,0.007651
uniform,targeted:realist|constructivist,answer,full-archetype,M-,M+,true,6,0.00056
uniform,targeted:realist|constructivist,answer,full-archetype,M-,P-,true,17,0.001586
uniform,targeted:realist|constructivist,answer,full-archetype,M-,P/M-,true,27,0.002519
uniform,targeted:realist|constructivist,answer,full-archetype,M-,P/M+,true,1,0.000093
uniform,targeted:realist|constructivist,answer,full-archetype,M-,P/R-,true,5,0.000467
uniform,targeted:realist|constructivist,answer,full-archetype,M-,P/S-,true,7,0.000653
uniform,targeted:realist|constructivist,answer,full-archetype,M-,R-,true,11,0.001026
uniform,targeted:realist|constructivist,answer,full-archetype,M-,R/M-,true,78,0.007278
uniform,targeted:realist|constructivist,answer,full-archetype,M-,R/S-,true,4,0.000373
uniform,targeted:realist|constructivist,answer,full-archetype,M-,S-,true,14,0.001306
uniform,targeted:realist|constructivist,answer,full-archetype,M/S-,M-,true,46,0.004292
uniform,targeted:realist|constructivist,answer,full-archetype,M/S-,M/S-,false,108,0.010077
uniform,targeted:realist|constructivist,answer,full-archetype,M/S-,M+,true,1,0.000093
uniform,targeted:realist|constructivist,answer,full-archetype,M/S-,P/M-,true,2,0.000187
uniform,targeted:realist|constructivist,answer,full-archetype,M/S-,P/S-,true,5,0.000467
uniform,targeted:realist|constructivist,answer,full-archetype,M/S-,P+,true,1,0.000093
uniform,targeted:realist|constructivist,answer,full-archetype,M/S-,R/M-,true,15,0.0014
uniform,targeted:realist|constructivist,answer,full-archetype,M/S-,R/S-,true,4,0.000373
uniform,targeted:realist|constructivist,answer,full-archetype,M/S-,S-,true,23,0.002146
uniform,targeted:realist|constructivist,answer,full-archetype,M+,M-,true,27,0.002519
uniform,targeted:realist|constructivist,answer,full-archetype,M+,M/S-,true,4,0.000373
uniform,targeted:realist|constructivist,answer,full-archetype,M+,M/S+,true,23,0.002146
uniform,targeted:realist|constructivist,answer,full-archetype,M+,M+,false,533,0.049734
uniform,targeted:realist|constructivist,answer,full-archetype,M+,P/M+,true,46,0.004292
uniform,targeted:realist|constructivist,answer,full-archetype,M+,P/R+,true,1,0.000093
uniform,targeted:realist|constructivist,answer,full-archetype,M+,P/S+,true,4,0.000373
uniform,targeted:realist|constructivist,answer,full-archetype,M+,P+,true,23,0.002146
uniform,targeted:realist|constructivist,answer,full-archetype,M+,R/M+,true,3,0.00028
uniform,targeted:realist|constructivist,answer,full-archetype,M+,S+,true,3,0.00028
uniform,targeted:realist|constructivist,answer,full-archetype,P-,M-,true,17,0.001586
uniform,targeted:realist|constructivist,answer,full-archetype,P-,M/S-,true,2,0.000187
uniform,targeted:realist|constructivist,answer,full-archetype,P-,P-,false,1856,0.173183
uniform,targeted:realist|constructivist,answer,full-archetype,P-,P/M-,true,14,0.001306
uniform,targeted:realist|constructivist,answer,full-archetype,P-,P/M+,true,1,0.000093
uniform,targeted:realist|constructivist,answer,full-archetype,P-,P/R-,true,63,0.005879
uniform,targeted:realist|constructivist,answer,full-archetype,P-,P/S-,true,67,0.006252
uniform,targeted:realist|constructivist,answer,full-archetype,P-,P+,true,33,0.003079
uniform,targeted:realist|constructivist,answer,full-archetype,P-,R-,true,12,0.00112
uniform,targeted:realist|constructivist,answer,full-archetype,P-,R/M-,true,1,0.000093
uniform,targeted:realist|constructivist,answer,full-archetype,P-,R/S-,true,2,0.000187
uniform,targeted:realist|constructivist,answer,full-archetype,P-,S-,true,3,0.00028
uniform,targeted:realist|constructivist,answer,full-archetype,P/M-,M-,true,14,0.001306
uniform,targeted:realist|constructivist,answer,full-archetype,P/M-,M/S-,true,2,0.000187
uniform,targeted:realist|constructivist,answer,full-archetype,P/M-,P-,true,10,0.000933
uniform,targeted:realist|constructivist,answer,full-archetype,P/M-,P/M-,false,32,0.002986
uniform,targeted:realist|constructivist,answer,full-archetype,P/M-,P/M+,true,2,0.000187
uniform,targeted:realist|constructivist,answer,full-archetype,P/M-,P/S-,true,3,0.00028
uniform,targeted:realist|constructivist,answer,full-archetype,P/M-,R/M-,true,2,0.000187
uniform,targeted:realist|constructivist,answer,full-archetype,P/M-,S-,true,1,0.000093
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,M-,true,3,0.00028
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,M+,true,43,0.004012
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,P-,true,3,0.00028
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,P/M-,true,13,0.001213
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,P/M+,false,160,0.01493
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,P/R+,true,3,0.00028
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,P/S+,true,6,0.00056
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,P+,true,88,0.008211
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,R/M+,true,14,0.001306
uniform,targeted:realist|constructivist,answer,full-archetype,P/M+,R+,true,1,0.000093
uniform,targeted:realist|constructivist,answer,full-archetype,P/R-,P-,true,21,0.00196
uniform,targeted:realist|constructivist,answer,full-archetype,P/R-,P/R-,false,58,0.005412
uniform,targeted:realist|constructivist,answer,full-archetype,P/R-,P/S-,true,15,0.0014
uniform,targeted:realist|constructivist,answer,full-archetype,P/R-,R-,true,21,0.00196
uniform,targeted:realist|constructivist,answer,full-archetype,P/R-,R/M-,true,1,0.000093
uniform,targeted:realist|constructivist,answer,full-archetype,P/R-,R/S-,true,20,0.001866
uniform,targeted:realist|constructivist,answer,full-archetype,P/R+,M+,true,3,0.00028
uniform,targeted:realist|constructivist,answer,full-archetype,P/R+,P/R-,true,2,0.000187
uniform,targeted:realist|constructivist,answer,full-archetype,P/R+,P/R+,false,91,0.008491
uniform,targeted:realist|constructivist,answer,full-archetype,P/R+,P/S+,true,3,0.00028
uniform,targeted:realist|constructivist,answer,full-archetype,P/R+,P+,true,41,0.003826
uniform,targeted:realist|constructivist,answer,full-archetype,P/R+,R-,true,2,0.000187
uniform,targeted:realist|constructivist,answer,full-archetype,P/R+,R/M-,true,5,0.000467
uniform,targeted:realist|constructivist,answer,full-archetype,P/R+,R/M+,true,11,0.001026
uniform,targeted:realist|constructivist,answer,full-archetype,P/R+,R+,true,44,0.004106
